locale,audioLanguageSlug,coreLanguageId,startUnique,unionUnique,atLeast6,atLeast30,atLeast44,eligibleVideoIdsUpperBound,pool:exploring-jesus,pool:forgiveness-and-new-beginnings,pool:hope-and-perseverance,pool:love-and-belonging,pool:meaning-and-purpose,rejected:canonical_duplicate,rejected:editorial_review_pending,rejected:exact_audio_unavailable,rejected:watch_unavailable
en,bulu,2884,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,bulusu,139916,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,bum,139792,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,bundel-khandi,20587,33,33,True,True,False,67,19,7,14,12,18,1,11,163,2
en,bungu,99933,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,buol,17373,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,bura-pabir,10343,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,buriat-russia,18321,55,55,True,True,True,131,37,10,23,18,23,1,11,141,2
en,burmese,1254,34,34,True,True,False,79,9,9,13,17,20,0,11,163,2
en,burmese-common,184855,34,34,True,True,False,63,20,7,15,13,18,1,11,162,2
en,burmese-musselmani,24293,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,burmese-standard,184854,64,64,True,True,True,157,41,14,26,22,24,3,11,129,2
en,burun,139538,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,burunge,139544,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,burushaski,10570,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,buurak,49141,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,bwamu-laa-laa,2074,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,bwazza,9491,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cabecar,140126,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cakchiquel-central,5439,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,cakchiquel-eastern,5397,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cakchiquel-south-central,5437,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,cakchiquel-western,5392,54,54,True,True,True,132,36,9,23,18,23,1,11,142,2
en,canela,101512,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cantonese,20601,109,109,True,True,True,307,55,24,42,43,47,3,11,84,2
en,capanahua,141267,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,carib-eastern,53421,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,catalan-valencian-balear,531,55,55,True,True,True,147,37,9,23,18,23,1,11,141,2
en,cebuano,12784,47,47,True,True,True,108,27,14,17,17,20,3,11,146,2
en,central-asian-russian,20899,74,74,True,True,True,166,51,18,28,23,25,3,11,119,2
en,central-buang,159546,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cerma,2067,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,chachi,4501,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chakfem,159392,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chakma,1253,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chaldean,20592,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,chamacoco,140087,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chamari,97720,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chamba-daka,159038,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chambeali,5652,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cham-eastern,19372,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chamling,50165,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chamorro,5379,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,cham-western,2145,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chara,140248,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chasu-pare,24223,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chatgaya-chittagonian-hindu,139131,54,54,True,True,True,129,36,9,23,18,23,1,11,142,2
en,chatgaya-chittagonian-muslim,21674,53,53,True,True,True,128,35,9,23,18,23,1,11,143,2
en,chatino-nopala,8282,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chatino-zenzontepec,8281,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chavacano,12791,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chechen,7139,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,cheke-holo,144083,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,cherepon,25991,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chhattisgarhi,6463,54,54,True,True,True,135,36,9,23,18,23,1,11,142,2
en,chibi-setentrional,139134,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,chichewa,20857,97,97,True,True,True,292,48,26,37,40,42,3,11,96,2
en,chikunda,163660,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,chilcotin,3099,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chinanteco-quiotepec,8343,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chinanteco-tepetotutla,7922,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chinanteco-tlacoatzintepec,7926,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chinantec-usila,97686,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chin-asho,1181,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chinese-guiliu,53352,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chinese-hokkien-amoy,184515,54,54,True,True,True,118,36,9,24,19,23,1,11,142,2
en,chinese-qinghai,24096,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,chinese-sichuan,23062,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chinese-simplified,21754,51,51,True,True,True,89,23,11,13,14,22,0,11,146,2
en,chinese-traditional,21753,31,31,True,True,False,48,5,5,10,11,17,0,11,166,2
en,chinese-yunnan-kunming,23061,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,chin-falam,1192,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chingoni,20084,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chin-khumi,1252,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chin-mun,8746,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chin-paite,5961,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chitembo,47429,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chitwan-tharu,167552,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chodri,5648,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chokwe-angola,23492,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chokwe-congo,23491,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chol-tumbala,8315,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chonyi,7343,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,chopi,8420,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chumburung,5232,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,churahi,5647,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chuukese,139129,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,chuvash,18574,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,chwabo,8426,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cia-cia,17626,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cirebon,19766,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cishingini,9316,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,clela,23874,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cofan,184472,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cogui,23924,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,col,141796,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,colombian-sign-language,4247,1,1,False,False,False,1,1,0,0,0,0,0,11,196,2
en,comorian-shingazidja,15903,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cook-islands-maori,176906,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,cora,8323,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,costa-rican-sign-language,4394,1,1,False,False,False,1,1,0,0,0,0,0,11,196,2
en,cree-western,3087,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,crimean-tatar,22335,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,crioulo-upper-guinea,5059,55,55,True,True,True,99,33,18,18,21,21,3,11,138,2
en,croatian,1109,95,95,True,True,True,261,49,23,36,37,42,3,11,98,2
en,csango,108102,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,cubeo,1592,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cuicateco-tepeuxila,8284,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,cun,3792,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,curripaco,141382,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,cuyonon,12773,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,czech,4432,111,111,True,True,True,304,61,28,40,44,45,3,11,82,2
en,daani,185232,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,daasanach,97941,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,daba,2865,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dadeldhureli,53355,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dadiya,10292,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dagaari-northern,22197,0,0,False,False,False,0,0,0,0,0,0,0,11,197,2
en,dagaari-southern,5188,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dagara,116416,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dagbanli,184814,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,dan,5462,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,dangali-tharu,185063,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dangi,22682,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,danish,4454,40,40,True,True,False,113,12,15,13,19,18,2,11,154,2
en,dani-western,16447,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dano,139511,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,darchuleli,111588,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dargin,20644,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,dari,53400,72,72,True,True,True,207,49,17,28,23,25,3,11,121,2
en,datooga,14081,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,daur,3786,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,davik-kui,185003,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dawro,4633,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dayak-ngaju,172218,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,daza,3299,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,deccani,22685,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,deg,144593,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,dei,140356,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dendi-djougou,53326,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dendi-malanville,1344,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dene,97745,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,deori,140367,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dera,19822,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dersim-zazaki,22684,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,desia,20863,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dhatki,10529,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,dhimal,140205,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dhivehi,53287,61,61,True,True,True,121,33,20,22,20,27,3,11,132,2
en,dhodia,6548,34,34,True,True,False,63,19,7,14,13,19,1,11,162,2
en,dhopadhola,20521,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dhundari,24343,53,53,True,True,True,121,35,9,23,18,23,1,11,143,2
en,dibali,184541,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dida-yocoboue,16052,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,didinga,13644,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,digaro-mishmi,144716,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,digo,7176,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dijim-cham,53395,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dimasa,19652,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dime,140225,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dinka-agar-bor,139058,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,dinka-northeastern-padang,24267,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,dinka-rek,24273,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dirasha,4694,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ditammari,1318,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,djola-bayote,53409,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dogon-jamsay,140535,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dogon-mombo,140549,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,dogon-togo-kan,185246,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dogon-tommo-so,140443,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dogon-tomo-kan,26248,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dogon-toro-so,27145,53,53,True,True,True,118,35,9,23,18,23,1,11,143,2
en,dogose,139072,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dogri,20651,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dolpo,140409,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,dom,175683,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dongissa,164768,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dong-northern,3787,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,dongnu,3717,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dongo,140398,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dong-southern,3803,37,37,True,True,False,72,22,9,15,13,19,1,11,159,2
en,dongxiang,3933,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,doondo,98033,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,doromu-koki,141569,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,doti-doteli,185061,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,duala,2854,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dubli,23342,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dulangan-manobo,173673,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,duna,140449,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,dungan,17820,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dungra-bhil,23258,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,duri,17601,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,duruma,7166,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,duruwa,5967,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dusun,20654,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,dutch,1269,106,106,True,True,True,304,53,26,42,43,43,3,11,87,2
en,duya,141739,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,dzongkha,1375,42,42,True,True,False,87,23,12,16,16,19,3,11,151,2
en,eastern-garame,179189,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,eastern-poqomchi,153550,54,54,True,True,True,130,36,9,23,18,23,1,11,142,2
en,ebira,9789,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ebrie,16074,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,eda,180999,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ede-cabe,140033,57,57,True,True,True,121,37,12,24,20,23,1,11,139,2
en,ede-ica,26816,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,edo,10255,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,efik,2728,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,eggon,10252,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ehugbo,139157,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ejagham-western,21205,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ekajuk,10248,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ekpari,10241,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,ellomwe,184513,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,embera-catio,4246,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,embera-northern,98137,54,54,True,True,True,130,36,9,23,18,23,1,11,142,2
en,embu,7164,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ende,19669,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,enga,12200,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,enggano,140421,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,english,529,191,191,True,True,True,1013,94,45,65,68,81,4,11,0,2
en,english-african,185221,12,12,True,False,False,14,9,2,6,6,3,0,11,185,2
en,english-british,185021,12,12,True,False,False,14,9,2,6,6,3,0,11,185,2
en,english-north-american-indigenous,23156,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,enlhet-2,141755,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,enrekang,154090,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,enuani,148878,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,enwan,140424,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,enxet,181477,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,erei,108591,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,erzya,18483,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ese,144299,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,ese-ejja,140434,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,eshira-2,143382,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,estonian,4601,63,63,True,True,True,155,40,14,25,22,24,3,11,129,2
en,etsako-iyekhe,10124,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,etulo,142293,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ewage-notu,144182,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ewe,5331,57,57,True,True,True,121,37,12,24,20,23,1,11,139,2
en,ewondo,2713,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,ezaa,9692,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fa-dambu,27147,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fakai,10157,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fali-north,184844,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,fali-south,184843,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,fanakalo,20662,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fanamaket,139741,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fang-equatorial-guinea,24018,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fang-gabon,24019,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fante,5288,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,faroese,4455,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,farsi-western,6788,140,140,True,True,True,430,78,35,47,51,56,3,11,53,2
en,fataleka,140614,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,fernando-po-creole-english,26270,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fijian,20665,43,43,True,True,False,98,24,12,16,16,19,3,11,150,2
en,fiji-hindi,53300,34,34,True,True,False,78,20,7,14,12,18,1,11,162,2
en,finallig,160575,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,finnish,4820,56,56,True,True,True,130,21,16,22,27,21,2,11,138,2
en,flemish,21578,54,54,True,True,True,131,36,9,23,18,23,1,11,142,2
en,folopa,144064,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,fon-gbe,1304,66,66,True,True,True,143,41,17,26,24,24,3,11,127,2
en,foochow,23033,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fordata,16956,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fore,140640,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,french,496,163,163,True,True,True,701,86,39,57,58,65,3,11,29,2
en,french-african,53424,28,28,True,False,False,35,22,10,10,9,5,0,11,169,2
en,fulacunda,5050,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fulfulde-adamawa,24014,57,57,True,True,True,121,37,12,24,20,23,1,11,139,2
en,fulfulde-bagirmi,3667,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fulfulde-benin-togo,1299,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fulfulde-caka-nigeria,24038,54,54,True,True,True,130,36,9,23,18,23,1,11,142,2
en,fulfulde-jelgoore,2116,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,fulfulde-maasina,5183,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,fulfulde-pulaar,5048,55,55,True,True,True,158,37,9,23,18,24,1,11,141,2
en,fulfulde-western-niger,23920,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,fur,53418,65,65,True,True,True,185,43,14,27,23,24,1,11,131,2
en,furu,140551,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,fuuta-jalon,5459,37,37,True,True,False,70,22,9,15,13,19,1,11,159,2
en,fwe,140555,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,ga,27152,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gaanda,98407,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gadaba-mudhili,140569,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gaddang,140558,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,gaddi,6535,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gadsup,19685,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,gaelic-irish,6884,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,gaelic-scots,14818,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gagauz,1935,34,34,True,True,False,77,20,7,14,12,18,1,11,162,2
en,gagu,98306,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,gaita-koitor,184451,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,galela,16954,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,galician,19705,43,43,True,True,False,98,24,12,16,16,19,3,11,150,2
en,galo,24409,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gamai,10365,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gamit,6533,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gamo,4635,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,gangam,117883,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gao,140672,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,garasia-adiwasi,24340,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,garasia-rajput,24341,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,garhwali,6532,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,garifuna,1277,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,garo,1204,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gata,140566,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gaviao-do-jiparana,1569,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gavva,184801,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,gawri,98458,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gayil,98476,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gayo,17807,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gbagyi,10085,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,gbanu,19689,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gbari,10076,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gbaya-kresh-south-sudan,99152,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,gbaya-northwest,2745,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gbaya-southwest,2518,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gbe-saxwe,100227,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gbe-tofin,142348,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gbe-weme,142827,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gbeya,22651,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,gbii,7658,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,ge,22819,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gedeo,4704,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gela,143904,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,gen-gbe,1342,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,georgian,5112,71,71,True,True,True,171,45,17,28,25,27,3,11,122,2
en,gepo,142505,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,german-pennsylvania,2993,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,german-standard,1106,148,148,True,True,True,435,83,35,50,54,58,3,11,44,2
en,ghari,140790,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ghomala,2908,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ghotuo,139226,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,giangan,12840,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gibaio,149219,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gichuka,140297,53,53,True,True,True,115,35,9,23,18,23,1,11,143,2
en,gikyode,5166,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,gilaki,6707,32,32,True,True,False,61,18,7,14,12,17,1,11,164,2
en,gilaki-rashti,185210,54,54,True,True,True,131,36,9,23,18,23,1,11,142,2
en,giryama,20117,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
