locale,audioLanguageSlug,coreLanguageId,htmlLang,publicHomepageLanguage,startUnique,unionUnique,atLeast6,atLeast30,atLeast44,eligibleVideoIdsUpperBound,pool:meaning-and-purpose,pool:hope-and-perseverance,pool:love-and-belonging,pool:forgiveness-and-new-beginnings,pool:exploring-jesus,rejected:editorial_review_pending,rejected:watch_unavailable,rejected:locale_unpublished,rejected:exact_audio_unavailable,rejected:artwork_unavailable,rejected:canonical_duplicate,rejected:video_unresolved
en,ekpari,10241,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,ellomwe,184513,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,embera-catio,4246,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,embera-northern,98137,en,true,54,54,true,true,true,130,23,23,18,9,36,11,2,0,142,0,1,0
en,embu,7164,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ende,19669,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,enga,12200,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,enggano,140421,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,english,529,en,true,191,191,true,true,true,1013,81,65,68,45,94,11,2,0,0,0,4,0
en,english-african,185221,eng,true,12,12,true,false,false,14,3,6,6,2,9,11,2,0,185,0,0,0
en,english-british,185021,en-GB,true,12,12,true,false,false,14,3,6,6,2,9,11,2,0,185,0,0,0
en,english-north-american-indigenous,23156,en-nai,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,enlhet-2,141755,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,enrekang,154090,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,enuani,148878,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,enwan,140424,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,enxet,181477,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,erei,108591,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
myv,erzya,18483,myv,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,ese,144299,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,ese-ejja,140434,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,eshira-2,143382,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
et,estonian,4601,et,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,129,0,0,0
en,etsako-iyekhe,10124,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,etulo,142293,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ewage-notu,144182,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ee,ewe,5331,ee,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,150,0,0,0
en,ewondo,2713,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,ezaa,9692,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fa-dambu,27147,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fakai,10157,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fali-north,184844,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,fali-south,184843,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,fanakalo,20662,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fanamaket,139741,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fang-equatorial-guinea,24018,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fang-gabon,24019,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fante,5288,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
fo,faroese,4455,fo,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,170,0,0,0
fa,farsi-western,6788,fa,true,139,139,true,true,true,429,56,46,51,35,77,11,2,1,53,0,3,0
en,fataleka,140614,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,fernando-po-creole-english,26270,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
hif,fiji-hindi,53300,hif,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,170,0,0,0
fj,fijian,20665,fj,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,158,0,0,0
en,finallig,160575,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
fi,finnish,4820,fi,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,149,0,0,0
en,flemish,21578,en,true,54,54,true,true,true,131,23,23,18,9,36,11,2,0,142,0,1,0
en,folopa,144064,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,fon-gbe,1304,en,true,66,66,true,true,true,143,24,26,24,17,41,11,2,0,127,0,3,0
en,foochow,23033,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fordata,16956,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fore,140640,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
fr,french,496,fr,true,164,164,true,true,true,689,65,58,58,39,87,11,2,0,29,0,2,0
fr,french-african,53424,fra,true,28,28,true,false,false,35,5,10,9,10,22,11,2,0,169,0,0,0
en,fulacunda,5050,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fulfulde-adamawa,24014,en,true,57,57,true,true,true,121,23,24,20,12,37,11,2,0,139,0,1,0
en,fulfulde-bagirmi,3667,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fulfulde-benin-togo,1299,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fulfulde-caka-nigeria,24038,en,true,54,54,true,true,true,130,23,23,18,9,36,11,2,0,142,0,1,0
en,fulfulde-jelgoore,2116,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,fulfulde-maasina,5183,en,true,42,42,true,true,false,84,19,16,16,12,23,11,2,0,151,0,3,0
en,fulfulde-pulaar,5048,en,true,55,55,true,true,true,158,24,23,18,9,37,11,2,0,141,0,1,0
en,fulfulde-western-niger,23920,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,fur,53418,en,true,65,65,true,true,true,185,24,27,23,14,43,11,2,0,131,0,1,0
en,furu,140551,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,fuuta-jalon,5459,en,true,37,37,true,true,false,70,19,15,13,9,22,11,2,0,159,0,1,0
en,fwe,140555,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
ga,ga,27152,ga,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,gaanda,98407,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gadaba-mudhili,140569,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gaddang,140558,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,gaddi,6535,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gadsup,19685,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
ga,gaelic-irish,6884,ga,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,170,0,0,0
gd,gaelic-scots,14818,gd,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,gagauz,1935,en,true,34,34,true,true,false,77,18,14,12,7,20,11,2,0,162,0,1,0
en,gagu,98306,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,gaita-koitor,184451,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,galela,16954,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
gl,galician,19705,gl,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,158,0,0,0
en,galo,24409,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gamai,10365,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gamit,6533,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gamo,4635,en,true,53,53,true,true,true,116,23,23,18,9,35,11,2,0,143,0,1,0
en,gangam,117883,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gao,140672,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,garasia-adiwasi,24340,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,garasia-rajput,24341,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,garhwali,6532,en,true,34,34,true,true,false,76,18,14,12,7,20,11,2,0,162,0,1,0
en,garifuna,1277,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,garo,1204,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gata,140566,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gaviao-do-jiparana,1569,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gavva,184801,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,gawri,98458,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gayil,98476,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gayo,17807,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gbagyi,10085,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,gbanu,19689,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gbari,10076,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gbaya-kresh-south-sudan,99152,en,true,53,53,true,true,true,116,23,23,18,9,35,11,2,0,143,0,1,0
en,gbaya-northwest,2745,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gbaya-southwest,2518,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gbe-saxwe,100227,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gbe-tofin,142348,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gbe-weme,142827,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gbeya,22651,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,gbii,7658,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,ge,22819,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gedeo,4704,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gela,143904,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,gen-gbe,1342,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ka,georgian,5112,ka,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,122,0,0,0
en,gepo,142505,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,german-pennsylvania,2993,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
de,german-standard,1106,de,true,148,148,true,true,true,435,57,49,55,35,84,11,2,0,44,0,3,0
en,ghari,140790,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ghomala,2908,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ghotuo,139226,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,giangan,12840,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gibaio,149219,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gichuka,140297,en,true,53,53,true,true,true,115,23,23,18,9,35,11,2,0,143,0,1,0
en,gikyode,5166,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gilaki,6707,en,true,32,32,true,true,false,61,17,14,12,7,18,11,2,0,164,0,1,0
en,gilaki-rashti,185210,en,true,54,54,true,true,true,131,23,23,18,9,36,11,2,0,142,0,1,0
en,giryama,20117,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gisir,185234,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gitonga,20983,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,giziga-south,2754,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,glavda,140740,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,goan-konkani,184479,en,true,54,54,true,true,true,132,23,23,18,9,36,11,2,0,142,0,1,0
en,godie,184596,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gofa,4634,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gogo,14206,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,goji,121129,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gojri,43229,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gokana,10143,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gola,7617,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,golin,19725,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gondi-aheri,147829,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gondi-northern,6511,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,gonja,5187,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,gorontalo,19716,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gourmanchema,1296,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gowlan,140770,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,gowli,140771,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,grebo-northern,23926,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
el,greek,483,el,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,118,0,0,0
en,guahibo,19720,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,guajajara,1582,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,guambiano,4230,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,guarani-bolivian-eastern,20631,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,guarani-mbya,623,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,guarani-paraguayan,12327,en,true,43,43,true,true,false,98,19,16,16,12,24,11,2,0,150,0,3,0
en,guarani-western-bolivian,184828,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,guaymi,10597,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,guere-central,16048,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,guina-ang-kalinga,149408,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
gu,gujarati,6600,gu,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,86,0,0,0
en,guji,4699,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gun-gbe,1297,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gungu,14710,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gurage-sodo,4684,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gurage-west,4676,en,true,53,53,true,true,true,116,23,23,18,9,35,11,2,0,143,0,1,0
en,gurenne,2062,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
en,gurgula,140675,en,true,53,53,true,true,true,115,23,23,18,9,35,11,2,0,143,0,1,0
en,guro,16064,en,true,57,57,true,true,true,121,23,24,20,12,37,11,2,0,139,0,1,0
en,gurung,6485,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gusii,7326,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gutob-gadaba,184548,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,guyanese-creole,20693,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gwere,14692,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,gyaazi,139090,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hadiyya,4667,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hadothi,20696,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,hadza,140867,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hainanese,13192,en,true,42,42,true,true,false,86,19,16,16,12,23,11,2,0,151,0,3,0
ht,haitian-creole,4473,ht,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,140,0,0,0
en,hajong,1193,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hakhun,139179,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hakka,20611,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,halang,140932,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,halbi,19739,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,halia,12065,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hamer-banna,4792,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ko,hamgyongdo,7350,ko,true,34,34,true,true,false,62,18,15,12,7,20,11,2,0,163,0,0,0
en,hanga,5319,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hani-haya,184506,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,haniq-beeqhongq,3976,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hano,141734,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,hanunoo,140994,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,harari,140937,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,haryanvi,5709,en,true,37,37,true,true,false,70,19,15,13,9,22,11,2,0,159,0,1,0
en,hatam,140927,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hausa,1341,en,true,101,101,true,true,true,294,43,38,41,26,52,11,2,0,92,0,3,0
en,havu,15559,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hawaii-pidgin,140893,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
haw,hawaiian-nihau,184517,haw,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,haya,14201,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hazaragi,450,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hdi,143340,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
he,hebrew,6930,he,true,83,83,true,true,true,235,39,32,35,23,37,11,2,0,111,0,2,0
en,hehe,14192,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,heiban,140943,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,heiyi-zhuang-minz,185329,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,hema,15256,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hemba,15557,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,herero,1454,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,higgi,22645,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
hil,hiligaynon,19738,hil,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
hi,hindi,6464,hi,true,141,141,true,true,true,427,57,47,54,34,77,11,2,1,51,0,3,0
en,hindi-caribbean,5511,en,true,34,34,true,true,false,63,18,14,12,8,20,11,2,0,162,0,1,0
en,hindko-northern,10450,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hindko-southern,10455,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ho,hiri-motu,21120,ho,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
en,hixkaryana,1566,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hlai-has,184504,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hmar,6465,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hmong-daw,4012,en,true,35,35,true,true,false,64,19,15,13,7,20,11,2,0,161,0,1,0
en,hmong-shuad,22826,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ho,ho,1189,ho,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
en,hona,119277,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,horned-miao,23017,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,hote,12057,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hrangkhol,140853,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hre,19747,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,huasteco-san-luis-potosi,8265,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,huasteco-veracruz,8272,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,huave-san-mateo-del-mar,8266,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,huba,9597,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hui,21211,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,huichol,8277,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,huitoto-murui,140882,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
en,huli,12053,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hunde,15551,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hungana,15548,en,true,37,37,true,true,false,67,18,15,14,10,21,11,2,0,159,0,1,0
hu,hungarian,1107,hu,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,98,0,0,0
en,hunsrik,98682,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,hyam,98630,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ibaas-icen,184842,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,ibaloi,12747,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,iban,1924,en,true,34,34,true,true,false,76,18,14,12,7,20,11,2,0,162,0,1,0
en,ibanag,12750,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ibibio,9811,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
is,icelandic,5563,is,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,163,0,0,0
en,ichen,177626,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,icheve,145530,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,idaasha,184549,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,idioma-wanca,184547,en,true,53,53,true,true,true,115,23,23,18,9,35,11,2,0,143,0,1,0
en,idoma,9793,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ife,1338,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ifugao-amganad,12743,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ifugao-mayoyao,141009,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,igala,9779,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,igbo,9774,en,true,76,76,true,true,true,196,36,28,34,24,31,11,2,0,117,0,3,0
en,igede,9784,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,igiha,19733,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ika,9728,en,true,37,37,true,true,false,69,18,15,14,10,21,11,2,0,159,0,1,0
en,ikhin,185251,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ikizu,14188,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ikoma,154395,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,ikota,141371,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ikpeshi,141025,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ikwo,9691,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
en,ila,19759,en,true,33,33,true,true,false,64,18,14,12,7,19,11,2,0,163,0,1,0
en,ilchamus,184500,en,true,54,54,true,true,true,132,23,23,18,9,36,11,2,0,142,0,1,0
en,ile-ape,141031,en,true,33,33,true,true,false,62,18,14,12,7,19,11,2,0,163,0,1,0
ilo,ilocano,12723,ilo,true,0,0,false,false,false,0,0,0,0,0,0,11,2,197,158,0,0,0
en,imbongu,12040,en,true,33,33,true,true,false,63,18,14,12,7,19,11,2,0,163,0,1,0
id,indonesian-isa,184566,id,true,64,64,true,true,true,209,25,28,19,12,45,11,2,0,133,0,0,0
