localeGroup,audioLanguageSlug,coreLanguageId,startUnique,unionUnique,atLeast6,atLeast30,atLeast44,eligibleVideoIdsUpperBound,pool:meaning-and-purpose,pool:hope-and-perseverance,pool:love-and-belonging,pool:forgiveness-and-new-beginnings,pool:exploring-jesus,rejected:editorial_review_pending,rejected:watch_unavailable,rejected:locale_unpublished,rejected:exact_audio_unavailable,rejected:artwork_unavailable,rejected:canonical_duplicate,rejected:video_unresolved
group-01,mro,53346,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mru,1251,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mualang,144156,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mumuye,2441,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,muna,17462,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,munda,100408,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mundang,2453,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mundani,2440,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mundari,1250,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mundari-south-sudan,127670,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mundu,184502,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,munduruku,1821,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mungaka,2485,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,munukutuba,4334,0,0,false,false,false,0,0,0,0,0,0,11,2,197,168,0,0,0
group-01,muong,19191,0,0,false,false,false,0,0,0,0,0,0,11,2,197,154,0,0,0
group-01,mupun,155934,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,muria-eastern,98139,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,muria-western,101474,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,murle,4764,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,musgu,2449,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,muyang,2430,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mwaghavul,10021,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,mwan,143863,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mwani,8486,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mwera,14124,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,mwimbi-igoji-muthambi,7300,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naasioi,20061,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nafaanra,5228,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-angami,6071,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-chang,101847,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-chokri,101310,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-khezha,143890,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-konyak,6144,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-liangmai,143810,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-lotha,6079,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-mao,6110,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nagamese,20842,0,0,false,false,false,0,0,0,0,0,0,11,2,197,179,0,0,0
group-01,naga-rongmei,6108,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-sangtam,101316,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-sumi,144286,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-tangkhul,6044,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-yimchungru,100453,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naga-zeme,101677,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nage,17269,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nago,1327,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nahuatl-central-huasteca,26419,0,0,false,false,false,0,0,0,0,0,0,11,2,197,154,0,0,0
group-01,nahuatl-eastern-huasteca,8188,0,0,false,false,false,0,0,0,0,0,0,11,2,197,154,0,0,0
group-01,nahuatl-isthmus-pajapan,143712,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nahuatl-michoacan,144766,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nahuatl-northern-puebla,144765,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nahuatl-orizaba,8164,0,0,false,false,false,0,0,0,0,0,0,11,2,197,142,0,0,0
group-01,nahuatl-sierra-de-puebla,8336,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nahuatl-southeast-puebla,8173,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nahuatl-western-huasteca,8170,0,0,false,false,false,0,0,0,0,0,0,11,2,197,154,0,0,0
group-01,nahuatl-zacatlan-ahuacatlan-tepetzintla,143707,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nakanai,11536,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nalca,16214,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nama,144017,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nambikuara-southern,1816,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nambya,15865,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,namiae,144455,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,namwanga,53095,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nandeva,169287,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nandi,102324,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nangjere,37552,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,napu,101301,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nasu-eastern,22847,0,0,false,false,false,0,0,0,0,0,0,11,2,197,142,0,0,0
group-01,nauruan,8818,0,0,false,false,false,0,0,0,0,0,0,11,2,197,168,0,0,0
group-01,navaho,19097,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nawary,427,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nawdm,5220,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,naxi,3974,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,ndali,20070,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndamba,14117,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndau,8441,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndebele-northern,20851,0,0,false,false,false,0,0,0,0,0,0,11,2,197,138,0,0,0
group-01,ndebele-southern,20852,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndendeule,14271,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndogo,13876,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndokwa-ukwuani,142180,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndola,176097,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndrulo,139155,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndruna,24295,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ndut,143453,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nembe,9731,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nepali,1370,0,0,false,false,false,0,0,0,0,0,0,11,2,197,99,0,0,0
group-01,nethakani,139167,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,newari,6093,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,new-zealand-sign-language,9194,0,0,false,false,false,0,0,0,0,0,0,11,2,197,196,0,0,0
group-01,ngada,144528,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngakarimojong,20736,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,ngambay,2303,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngamo,9410,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngas,22193,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngbaka,4327,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngbandi,15269,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngbandi-ngiri,26416,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngbugu,53433,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,nghlawa,184630,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngiemboon,2348,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngindo,14108,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngizim,9396,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngomba,2344,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngombale,2357,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngombe,20077,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngombe-north,184944,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngombe-south,184943,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngonde,184510,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngulu,14115,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nguna,149957,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ngungwel,143643,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nias,20089,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nigerian-pidgin-english,22176,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,nimadi,6029,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,ninzo,27269,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nisu-northern,142610,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nivacle,140010,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,njebi,4312,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nkim-nkum,184584,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nkoya,15739,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nogai,18634,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,noiri,101184,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nomane,144116,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,noon,142878,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,noone,2364,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,north-gumuz,184659,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,norwegian-bokmal,10393,0,0,false,false,false,0,0,0,0,0,0,11,2,197,165,0,0,0
group-01,nosu-shengzha,3732,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nosu-tianba,22928,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nosu-yinuo,22929,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,notsi,144763,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nsenga,8464,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nta,152629,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ntcham,5171,0,0,false,false,false,0,0,0,0,0,0,11,2,197,150,0,0,0
group-01,nuer,4752,0,0,false,false,false,0,0,0,0,0,0,11,2,197,168,0,0,0
group-01,numanggang,11479,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nung,7481,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nuni-southern,2021,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nupe,9384,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,nusa-penida,185193,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyala,100971,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyamboa,184629,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyamwezi,14089,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyaneka,588,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyanga,15224,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyangatom,144101,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyaturu,14248,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyiramba,24140,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyishi,22564,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyole,14731,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nyungwe,8523,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nzakara,3161,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nzanyi,2363,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,nzema,5213,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,oadki,184811,0,0,false,false,false,0,0,0,0,0,0,11,2,197,154,0,0,0
group-01,obamba,185226,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,obe-nrung-ene,184632,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,obolo,10364,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,obo-manobo,53403,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,odiya,184528,0,0,false,false,false,0,0,0,0,0,0,11,2,197,113,0,0,0
group-01,od-rajput,184537,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ogan,17785,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ogea,12186,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ogoni,21236,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ojibwa-western,3001,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,okiek,7266,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,okinawan-central,7103,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,okpe,144693,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,okpella,181696,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,okrika,9346,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,oku,144701,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,olukwumi,142183,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,olulumo-ikom,141024,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,olunyole,144539,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,olutachoni,99504,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,omi,15220,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,omwunra-toqura,155279,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,oniyan,139945,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ono,144792,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,orang-seletar,143459,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,oriya-adivasi,143460,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,orokaiva,144702,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,oroko,97247,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,oromo-borana-arsi-guji,4700,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,oromo-eastern,140928,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,oromo-west-central,4695,0,0,false,false,false,0,0,0,0,0,0,11,2,197,137,0,0,0
group-01,oro-wari-2,171627,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,osetin,5089,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,osing,16640,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ososo,143465,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,ot-danum,143469,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,otetela,20965,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,otomi-eastern,8156,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,otomi-mezquital,8158,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,otomi-western,8154,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,otoro,143475,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,otuho-lotuko,53422,0,0,false,false,false,0,0,0,0,0,0,11,2,197,181,0,0,0
group-01,owa,143295,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,oyda,143568,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,paama,143851,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,padoe,143600,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,paez,4181,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pagabete,143573,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pagoe,20138,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pak-pak-dairi,21637,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,palamua,184571,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,palauan,10589,0,0,false,false,false,0,0,0,0,0,0,11,2,197,168,0,0,0
group-01,palaung-pale,3957,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,palaung-rumai,3936,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,palembang,17774,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,palikur,143846,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pame-central,8145,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pamona,19521,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,panare,15088,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,panchpargania,23403,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pangasinan,12606,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pangwa,14084,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pangwali,143668,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,paniya,5969,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,panjabi-western,5949,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pao,21662,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,papel,5446,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,papiamentu,9131,0,0,false,false,false,0,0,0,0,0,0,11,2,197,168,0,0,0
group-01,parakana,184475,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,paranan,12518,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pardhan,5968,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pardhi,5960,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,parecis,1794,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pasaale,5209,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pasemah,17773,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pashto-eastern-afghan,184820,0,0,false,false,false,0,0,0,0,0,0,11,2,197,144,0,0,0
group-01,pashto-southern,10519,0,0,false,false,false,0,0,0,0,0,0,11,2,197,154,0,0,0
group-01,pashto-yusufzai,374,0,0,false,false,false,0,0,0,0,0,0,11,2,197,142,0,0,0
group-01,pattae,153568,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pattapu,139166,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,penang-hokkien,184819,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pengo,5956,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,persian-sign-language,144134,0,0,false,false,false,0,0,0,0,0,0,11,2,197,196,0,0,0
group-01,peve,2561,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,phende,15213,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,phom,176708,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,piapoco,143762,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,piaroa,4178,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pidgin-cameroon,2261,0,0,false,false,false,0,0,0,0,0,0,11,2,197,164,0,0,0
group-01,pidgin-liberian,7586,0,0,false,false,false,0,0,0,0,0,0,11,2,197,150,0,0,0
group-01,pijin,13316,0,0,false,false,false,0,0,0,0,0,0,11,2,197,130,0,0,0
group-01,pimbwe,143768,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pinyin,143962,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pipero,51689,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,plang,114936,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,plautdietsch,1278,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pnar,5973,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pogoro,127283,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pohnpeian,20880,0,0,false,false,false,0,0,0,0,0,0,11,2,197,168,0,0,0
group-01,poke,15210,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pokomo-lower,7248,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pokoot,7251,0,0,false,false,false,0,0,0,0,0,0,11,2,197,176,0,0,0
group-01,polish,4451,0,0,false,false,false,0,0,0,0,0,0,11,2,197,73,0,0,0
group-01,pomeranian-brazilian,184588,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pontianak-hakka,162168,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,popoloca-san-felipe-otlaltepec,8130,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,popoloca-san-juan-atzingo,8134,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,popoloca-san-luis-temalacayuca,101096,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,popoluca-sierra,8133,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,portuguese-brazil,584,0,0,false,false,false,0,0,0,0,0,0,11,2,197,39,0,0,0
group-01,portuguese-mozambique,139136,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,portuguese-portugal,21064,0,0,false,false,false,0,0,0,0,0,0,11,2,197,114,0,0,0
group-01,pougouli,173946,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,poumai-naga,184557,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,powari,101328,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,provencal,154958,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,puinave,144251,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,pulangiyen,154060,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,punan-tubu,144252,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,punjabi,46771,0,0,false,false,false,0,0,0,0,0,0,11,2,197,118,0,0,0
group-01,purepecha,8075,0,0,false,false,false,0,0,0,0,0,0,11,2,197,171,0,0,0
group-01,pyam,178026,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,qanjobal,141355,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,qashqai,184529,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,qena,156595,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
group-01,qiang-southern,27157,0,0,false,false,false,0,0,0,0,0,0,11,2,197,180,0,0,0
